,Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
2658,2658,"The Bible may be wrong about a few small details while still being globally historically accurate. Narratively, little depends on whether the patriarchs used camels or some other beast of burden.","The Bible may be wrong about a few MSK<0> details while still being globally historically accurate . Narratively , MSK<0> depends on whether the patriarchs used camels or some other beast of burden . ",This argument is fallacious.,0.0
3197,130,Granting DREAMers citizenship is unfair to those waiting to come here legally.,Granting DREAMers citizenship is unfair to those waiting to come here legally . ,This argument is fallacious.,1.0
3528,461,"It is possible to have functional free speech protections while simultaneously harshly condemning hate speech, like in Germany.","It is possible to have functional free MSK<0> protections while simultaneously harshly condemning hate MSK<0> , like in Germany . ",This argument is fallacious.,1.0
3229,162,"The Principle of Sufficient Reason suggests that everything requires a sufficient reason for its existence, but says nothing about whether this reason is internal or external to the thing itself.","MSK<0> suggests that everything requires MSK<1> MSK<0> , but says nothing about whether MSK<1> is internal or external to MSK<2> MSK<2> . ",This argument is fallacious.,1.0
871,871,The teleological argument is yet to be successfully refuted.,The teleological argument is yet to be successfully refuted . ,This argument is fallacious.,0.0
408,408,"If it offends people, the date should be changed.","If it offends people , the date should be changed . ",This argument is fallacious.,0.0
1368,1368,No-platforming shields students from reality. This makes them poorly equipped to deal with oppressive ideas that are publicly expressed outside of university grounds.,No - platforming shields students from reality . This makes them poorly equipped to deal with oppressive ideas that are publicly expressed outside of university grounds . ,This argument is fallacious.,0.0
796,796,Shinto,Shinto ,This argument is fallacious.,0.0
3211,144,"As JRR Tolkien was inspired by Christianity, good advice from Lord of the Rings could be construed as evidence of God's divine wisdom.","As JRR Tolkien was inspired by Christianity , good advice from Lord of the Rings could be construed as evidence of God 's divine wisdom . ",This argument is fallacious.,1.0
2108,2108,Trump has asserted that free and universal heathcare is a communist policy or part of the path to a communist state. In reality it is common place across the globe in many countries that are evidently not communist societies.,Trump has asserted that free and universal heathcare is a MSK<0> policy or part of the path to a MSK<0> state . In reality it is common place across the globe in many countries that are evidently not MSK<0> societies . ,This argument is fallacious.,0.0
467,467,Modern materials and construction techniques lack the history of traditional methods.,Modern materials and construction MSK<0> lack the history of traditional MSK<0> . ,This argument is fallacious.,0.0
1757,1757,That humans could have a need for God seems to support the notion that there may be a God.,That humans could have a need for MSK<0> seems to support the notion that there may be MSK<0> . ,This argument is fallacious.,0.0
2695,2695,Humans are constantly intervening in nature.,Humans are constantly intervening in nature . ,This argument is fallacious.,0.0
2892,2892,"Take the flesh that the average meat eater consumes and make them take the action of the rearing and slaughtering of the life form behind that flesh, other than letting a fish suffocate most today would find themselves unable. A wrong they can not replicate if not delegated.","Take MSK<0> that the average meat eater consumes and make them take the action of the rearing and slaughtering of the life form behind MSK<0> , other than letting MSK<1> suffocate most today would find MSK<1> unable . A wrong MSK<1> can not replicate if not delegated . ",This argument is fallacious.,0.0
3343,276,"If someone does not care about either their own well-being or that of others, there is no way to argue that they are wrong from the point of view of science.","If someone does not care about either MSK<0> own well - being or that of others , there is no way to argue that MSK<0> are wrong from the point of view of science . ",This argument is fallacious.,1.0
3476,409,"Intentionality can be conceived of in temporal phases, which is logically impossible outside of time.","Intentionality can be conceived of in temporal phases , which is logically impossible outside of time . ",This argument is fallacious.,1.0
1161,1161,Over 40% of America’s homeless population suffer from disabilities whereas only 17.7% of the general population do Choosing to abort a disabled child could contribute to decreasing the homeless population and prevent suffering of the child caused by homelessness and poverty.,Over 40 % of MSK<0> MSK<2> from disabilities whereas only 17.7 % of MSK<0> do Choosing to abort MSK<1> could contribute to decreasing MSK<0> and prevent MSK<2> of MSK<1> caused by homelessness and poverty . ,This argument is fallacious.,0.0
898,898,Any democracy can lead to a tyranny of the majority - if people wanted to they could vote into power a political party that would oppress minorities without a referendum.,Any democracy can lead to a tyranny of the MSK<1> - if MSK<0> wanted to MSK<0> could vote into power a political party that would oppress MSK<1> without a referendum . ,This argument is fallacious.,0.0
1318,1318,The technology available today might not be sufficient to detect alien life.,The technology available today might not be sufficient to detect alien life . ,This argument is fallacious.,0.0
3820,753,This is only because of social constructs that force men to neglect communication.,This is only because of social constructs that force men to neglect communication . ,This argument is fallacious.,1.0
1122,1122,"William Tyndale had the opportunity, while translating the Bible into English, to correct any blatant errors and would have in order to protect the public image & credibility of his faith","MSK<0> had the opportunity , while translating the Bible into English , to correct any blatant errors and would have in order to protect the public image & credibility of MSK<0> faith ",This argument is fallacious.,0.0
2361,2361,"Even though people are satisfied with the procedures, there is a paucity of evidence for long term outcomes.","Even though people are satisfied with the procedures , there is a paucity of evidence for long term outcomes . ",This argument is fallacious.,0.0
