Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
1487,"""Officer, I was only driving as fast as everyone around me. I'm sure I wasn't speeding.""",""" Officer , MSK<0> was only driving as fast as everyone around MSK<0> . MSK<0> 'm sure MSK<0> wasn't speeding . "" ",This argument is fallacious.,1
530,"""How am I to get in?"" asked Alice again, in a louder tone.
""Are you to get in at all?"" said the Footman, ""That's the first question, you know.""",""" How am I to get in ? "" asked MSK<0> again , in a louder tone . "" Are MSK<0> to get in at all ? "" said the Footman , "" That 's the first question , you know . "" ",This argument is fallacious.,1
2051,Don't you want the best for your baby?,Don't MSK<0> want the best for MSK<0> baby ? ,This argument is fallacious.,1
70,"When a statement falsely claims or assumes an ""either / or"" situation, when in fact there is at least one additional logically valid option, it is called...","When MSK<0> falsely claims or assumes an "" either / or "" situation , when in fact there is at least one additional logically valid option , MSK<0> is called ... ",This argument is fallacious.,1
836,We admit that the measure is popular. But we also urge you to note that there are so many bond issues on the ballot that the whole thing is getting ridiculous.,MSK<0> admit that the measure is popular . But MSK<0> also urge you to note that there are so many bond issues on the ballot that the whole thing is getting ridiculous . ,This argument is fallacious.,1
2104,Evolution is the idea that humans come from pond scum.,Evolution is the idea that humans come from pond scum . ,This argument is fallacious.,1
1764,"""Annie must like Starbucks because all white girls like Starbucks.""",""" Annie must MSK<1> because all white girls MSK<1> . "" ",This argument is fallacious.,1
1784,"Each brick in that building weighs less than a pound.  Therefore, the building weighs less than a pound.Example #2:
Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.","Each brick in MSK<1> less than a MSK<3> . Therefore , MSK<1> less than a MSK<3> # 2 : MSK<4> is not MSK<2> . Oxygen is not MSK<2> . Therefore , water ( MSK<4> ) is not MSK<2> . ",This argument is fallacious.,1
1627,"Since the class is not asking any further questions, then that means that they are all ready for the test.","Since the class is not asking any further questions , then that means that they are all ready for the test . ",This argument is fallacious.,1
1932,A commercial shows images of animals in need to persuade the audience to make donations.,A commercial shows images of animals in need to persuade the audience to make donations . ,This argument is fallacious.,1
1501,"""If you never gave money to charity, then you must be a greedy millionaire."" What is this?",""" If MSK<0> never gave money to charity , then MSK<0> must be a greedy millionaire . "" What is this ? ",This argument is fallacious.,1
135,Schools are like families; therefore teachers (like parents) should be allowed to discipline their students.,Schools are MSK<0> families ; therefore teachers ( MSK<0> MSK<1> ) should be allowed to discipline MSK<1> students . ,This argument is fallacious.,1
880,"You must obey the law, because it's illegal to break the law.","You must obey MSK<0> , because MSK<0> 's illegal to break MSK<0> . ",This argument is fallacious.,1
57,"If you don't study, you'll fail your test. Then you will do poorly in the class and you GPA will fall. You won't get into a good college, so you'll never get a decent job and you'll end up poor and homeless.","If MSK<0> don't study , MSK<0> 'll fail MSK<0> test . Then MSK<0> will do poorly in the class and MSK<0> GPA will fall . MSK<0> won't get into a good college , so MSK<0> 'll never get a decent job and MSK<0> 'll end up poor and homeless . ",This argument is fallacious.,1
1010,"only man is rational
no women is man
Therefore, no women is rational","only MSK<0> is MSK<1> no MSK<2> is MSK<0> Therefore , no MSK<2> is MSK<1> ",This argument is fallacious.,1
1813,"""J.K Rowling is a wonderful writer because she writes so well"" is an example of what?",""" MSK<0> is a wonderful writer because MSK<0> writes so well "" is an example of what ? ",This argument is fallacious.,1
1679,Over 5 million Filipinos use our products. It’s time to switch to our brand now!,Over 5 million Filipinos use MSK<0> products . It ’s time to switch to MSK<0> brand now ! ,This argument is fallacious.,1
398,Everyone loves Post Malone and can name at least one of his songs! (This is an example of...),MSK<0> loves Post Malone and can name at least one of MSK<0> songs ! ( MSK<0> is an example of ... ) ,This argument is fallacious.,1
568,"When an animal rights activist says, ""Keeping a dog as a pet is every bit as evil as human slavery. Pet owners are the KKK of the 21st century,"" they are committing what logical fallacy?","When an MSK<1> rights activist says , "" Keeping a MSK<1> as a MSK<1> is every bit as evil as human slavery . MSK<0> are the KKK of the 21st century , "" MSK<0> are committing what logical fallacy ? ",This argument is fallacious.,1
2342,"I shop at Natural Happy Sunshine Store (NHSS), which is much better than your grocery store because at NHSS everything is natural including the 38-year-old store manager’s long gray hair and saggy breasts.","I MSK<1> at MSK<0> Happy Sunshine MSK<1> ( MSK<2> ) , which is much better than your grocery MSK<1> because at MSK<2> everything is MSK<0> including the 38 - year - old MSK<1> manager ’s long gray hair and saggy breasts . ",This argument is fallacious.,1
2341,"You tell me it's unpatriotic to cheat on federal income tax reports. Well, you should know. You've never once listed your huge bonuses.","MSK<0> tell me it 's unpatriotic to cheat on federal income tax reports . Well , MSK<0> should know . MSK<0> 've never once listed MSK<0> huge bonuses . ",This argument is fallacious.,1
248,"We have to stop the tuition increase! The next thing you know, they'll be charging $40,000 a semester!","We have to stop the tuition increase ! The next thing you know , they 'll be charging $ 40,000 a semester ! ",This argument is fallacious.,1
192,My opponent is trying to convince you that we evolved from monkeys who were swinging from trees; a truly ludicrous claim.,My opponent is trying to convince you that we evolved from monkeys who were swinging from trees ; a truly ludicrous claim . ,This argument is fallacious.,1
425,"Either God created the world or evolution happened.
Evolution happened.
Therefore, God did not create the world.","Either MSK<0> MSK<2> or MSK<4> . MSK<4> . Therefore , MSK<0> did not MSK<2> . ",This argument is fallacious.,1
2348,"In order to really look at the problem of global warming, we must first consider how the homeless suffer when it is cold.","In order to really look at the problem of MSK<0> , we must first consider how the homeless suffer when MSK<0> is cold . ",This argument is fallacious.,1
399,I can't understand why people are complaining that it's difficult to find a job in this job market. My daughter and I got jobs without any trouble.,MSK<0> can't understand why people are complaining that it 's difficult to find a MSK<1> in this MSK<1> market . MSK<0> daughter and MSK<0> got MSK<1> without any trouble . ,This argument is fallacious.,1
2030,"Oh please, what do you know about labor laws? You don't even have a job.","Oh please , what do MSK<0> know about labor laws ? MSK<0> don't even have a job . ",This argument is fallacious.,1
1377,"The temperature has dropped this morning, and I also have a headache. The cold weather must be causing my headache.","The temperature has dropped this morning , and coref1 also have MSK<0> . The cold weather must be causing MSK<0> . ",This argument is fallacious.,1
2414,Have you stopped beating your wife?,Have MSK<0> stopped beating MSK<0> wife ? ,This argument is fallacious.,1
361,"John says that Kentucky will beat Florida, but John sometimes lies, so I'm not sure.","MSK<0> says that Kentucky will beat Florida , but MSK<0> sometimes lies , so MSK<0> 'm not sure . ",This argument is fallacious.,1
2235,"""The university committee for student discipline investigated all engineering tests for the past five years, and they found no evidence of cheating. We thus declare that no cheating has taken place during those five years.""",""" The university committee for student discipline investigated MSK<0> for MSK<1> , and MSK<0> found no evidence of MSK<2> . We thus declare that no MSK<2> has taken place during MSK<1> . "" ",This argument is fallacious.,1
1197,"""You cannot detain me. I am still grieving my cat's death.""",""" You can not detain MSK<0> . MSK<0> am still grieving MSK<0> cat 's death . "" ",This argument is fallacious.,1
1585,"""everybody's doing it, so it must be a good thing to do.""",""" everybody 's doing MSK<0> , so MSK<0> must be a good thing to do . "" ",This argument is fallacious.,1
1737,A little boy says that his friends should not go swimming in a river because his Mama said there were germs in the river.,MSK<0> says that MSK<0> friends should not go swimming in MSK<1> because MSK<0> Mama said there were germs in MSK<1> . ,This argument is fallacious.,1
422,Order is necessary to justice because justice can only be achieved by a program of social and legal order.,MSK<0> is necessary to MSK<1> because MSK<1> can only be achieved by a program of social and legal MSK<0> . ,This argument is fallacious.,1
1045,Give me liberty or give me death,Give MSK<0> liberty or give MSK<0> death ,This argument is fallacious.,1
1005,"""I want my daughter to go to a state university so she can avoid too much debt.""
""Why do you think state schools are better than private schools? Harvard and Princeton are private."" What is this?",""" MSK<0> want MSK<0> to go to a MSK<1> university so MSK<2> can avoid too much debt . "" "" Why do MSK<2> think MSK<1> MSK<3> are better than MSK<4> MSK<3> ? Harvard and Princeton are MSK<4> . "" What is this ? ",This argument is fallacious.,1
