Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,author,relation,score,masked_articles,is_fallacy 
67,67,67,17773.7,1533739919182,,1533739919182,"Other currently legal substances such as alcohol, tobacco, and prescription opioids have far less positive impact on users health.",The EU should legalize marijuana for medical and recreational use.,fc2e3b55-d358-4259-8974-ef279ca5a339,1,9.4,"Other currently legal substances such as alcohol , tobacco , and prescription opioids have far less positive impact on users health . ",0
68,68,68,14478.1256,1534576594265,,1534576594265,"India is the largest producer \(25% of global production\), consumer \(27% of world consumption\) and importer \(14%\) of pulses in the world. PM Modi has partnered with Mozambique in order to reduce the cost of importing pulses. The two countries signed three pacts, including a significant “long-term agreement” under which India will buy pulses to meet its recurring shortfall and contain prices of the commodity.",Modi has been strengthening India as a global and regional player.,5ac30370-dce0-416d-a867-8e3e60f691c7,1,9.4,"MSK<0> is the largest MSK<7> \ ( MSK<3> % of global MSK<7> \ ) , consumer \ ( MSK<3> % of MSK<1> consumption \ ) and MSK<4> \ ( 14 % \ ) of MSK<2> in the MSK<1> . PM Modi has partnered with Mozambique in order to reduce the MSK<5> of MSK<4> MSK<2> . The two countries signed three pacts , including a significant MSK<6> long - term agreement MSK<6> under which MSK<0> will buy MSK<2> to meet MSK<0> recurring shortfall and contain MSK<5> of the commodity . ",0
69,69,69,7055.24,1513787460416,,1513787460416,"The vastly increased cast of characters, and the need to give each of them an arc, lead to numerous subplots that bloated the film's runtime and had little effect on the plot.","""The Last Jedi"" is one of the weakest Star Wars movies so far.",3f93ee11-86f4-4f6b-9473-76e9ceb3730c,1,9.2,"The vastly increased cast of MSK<0> , and the need to give each of MSK<0> an arc , lead to numerous subplots that bloated the film 's runtime and had little effect on the plot . ",0
70,70,70,13673.23,1524321672183,,1524321672183,"Mutilation is the act of cutting off or injuring a body part so that part is damaged, disfigured, and/or permanently altered. Circumcision does just this.",Circumcision is often equated to genital mutilation.,6f7e59a6-23cc-4cfb-a7ff-dda587886a80,1,9.0,"Mutilation is the act of cutting off or injuring a body part so that part is damaged , disfigured , and / or permanently altered . Circumcision does just this . ",0
71,71,71,1634.518,1479930331103,,1479930331103,"Government-funded research and education is a key driver of innovation, yet its returns mostly accrue to the owners of capital. By helping to circulate wealth from the rich to the lower and middle classes, a UBI helps recapture this public investment for the public itself.","A UBI promotes social justice improving the distribution of wealth, opportunities, and privileges within society.",f29bc268-3bef-4e05-9f3b-128532af98bc,1,9.0,"Government - funded research and education is a key driver of innovation , yet its returns mostly accrue to the owners of capital . By MSK<0> to circulate wealth from the rich to the lower and middle classes , a UBI MSK<0> recapture this public investment for coref0 . ",0
72,72,72,1634.1753,1492325440872,,1492325440872,"Many forms of creative expression, such as art or writing, are not pursued because only the most successful artists or writers can generate a self-sustaining income.","The UBI financially supports citizens who are engaged in meaningful but low- or unpaid activities, such as: domestic labor, art, volunteering, engaging with politics, and pursuing higher education.",f29bc268-3bef-4e05-9f3b-128532af98bc,1,9.0,"Many forms of creative expression , such as art or MSK<0> , are not pursued because only the most successful artists or MSK<0> can generate a self - sustaining income . ",0
73,73,73,7738.326,1552516245124,,1552516245124,"Psychological investigations into the origin of morality find that all humans have approximately six innate moral senses which originate in the subconscious. While these moral senses are tuned by culture, they are universally present regardless of exposure to religion. Therefore, morality exists in the human mind without religion.",We need religion for morality.,8c58b0c2-8bf1-4c83-b13c-a615ab3a3334,-1,8.8,"Psychological investigations into the origin of MSK<0> find that all MSK<1> have MSK<2> . While MSK<2> are tuned by culture , MSK<2> are universally present regardless of exposure to MSK<3> . Therefore , MSK<0> exists in the MSK<1> mind without MSK<3> . ",0
74,74,74,7100.751,1532589265475,,1532589265475,"Without the effect of the forbidden fruit, drugs would not be 'cool' anymore \(subcultures, arts, musicians, writers, etc.\). Removing this effect would minimize the number of people who use drugs because they feel insecure or want to belong in a group.",All drugs should be legalised.,c689827b-b69f-4b82-bb55-c7c2f7fd0a94,1,8.6,"Without MSK<0> , MSK<1> would not be ' cool ' anymore \ ( subcultures , arts , musicians , writers , etc. \ ) . Removing MSK<0> would minimize the number of people who use MSK<1> because they feel insecure or want to belong in a group . ",0
75,75,75,2629.213,1509978499489,,1509978499489,"It is not contradictory to be all powerful, all knowing, and perfectly good. One is about ability to act, one is about ability to know, and one is about moral evaluation of actions or character.","The classical definition of God is contradictory or incoherent, and thus God cannot in principle exist.",d44db22c-9a92-49d5-b5b7-bc456af76786,-1,8.6,"It is not contradictory to be all powerful , all MSK<0> , and perfectly good . One is about MSK<1> to act , one is about MSK<1> to MSK<0> , and one is about moral evaluation of actions or character . ",0
76,76,76,921.108,1432632212731,,1432632212731,"By consciously acting, rather than passively watching, you bear more responsibility for choosing to kill one person than for merely allowing five people to die.",By pulling the lever you actively cause someone to die. That is wrong.,0077c272-1fdc-4202-a06a-160482dfc12d,1,8.6,"By consciously acting , rather than passively watching , you bear more responsibility for choosing to kill one person than for merely allowing five people to die . ",0
77,77,77,14478.877,1532258866222,,1532182657898,"The BJP received 31% of the votes in the 2014 elections. While this was enough to form a majority government, they did not receive the support of the majority of the voting public, and definitely not of the majority of Indians.",Most Indians still support Modi.,5efb5f51-5427-4386-a8a2-d1466869a8de,-1,8.6,"MSK<0> MSK<1> 31 % of the MSK<2> in the 2014 elections . While MSK<0> was enough to form a MSK<3> government , MSK<0> did not MSK<1> the support of the MSK<3> of the MSK<2> public , and definitely not of the MSK<3> of Indians . ",0
78,78,78,2964.121,1506439460875,,1506439460875,"El principal motivo para la independencia de una comunidad política es el deseo de esta comunidad política de ser independiente; los islandeses, los noruegos y los eslovacos solo tenían este motivo. Más de un 80% de catalanes están a favor del derecho a decidir y, por tanto, consideran que la comunidad política que debe decidir es la catalana. Un referéndum es la solución",Por el hecho de que así lo desean muchos catalanes.,a723f724-f3fb-4419-b66d-4b45825cf0a8,1,8.4,"MSK<0> principal MSK<1> para MSK<2> independencia MSK<3> una MSK<5> es MSK<0> deseo MSK<3> esta MSK<5> MSK<3> ser independiente ; MSK<2> islandeses , MSK<2> noruegos MSK<6> MSK<2> eslovacos solo tenían este MSK<1> . Más MSK<3> MSK<7> 80 % MSK<3> catalanes están a favor del derecho a MSK<8> MSK<6> , por tanto , consideran MSK<9> MSK<2> MSK<5> MSK<9> debe MSK<8> MSK<10> MSK<2> catalana . MSK<7> referéndum MSK<10> MSK<2> solución ",0
79,79,79,9762.1,1519792225595,,1519691501279,"There is a chance that a well-trained, armed teacher could shoot and kill a rampaging shooter, saving lives.",Some teachers should be armed with guns.,f49fc5e1-ae91-4b8e-9b4b-e7c611f6fc2d,1,8.4,"There is a chance that a well - trained , armed teacher could shoot and kill a rampaging shooter , saving lives . ",0
80,80,80,8708.1166,1529851730745,,1529851730745,"Brits don't particularly want to work in the EU None of the top 3 countries that Brits emigrate to are in the EU \(Australia, US, Canada are top 3\), with the fourth - Spain - mainly for retirement and not work.  More than 3 times as many Brits have emigrated to New Zealand than Germany, despite Germany being much closer and much bigger.","A hard Brexit would end Freedom of Movement, and all the associated benefits it brings.",73f2d187-6bbb-4c2d-b69e-ad9ab6b4c698,-1,8.4,"MSK<0> don't particularly want to MSK<1> in the MSK<2> None of the top MSK<3> countries that MSK<0> MSK<4> to are in the MSK<2> \ ( MSK<5> , US , MSK<5> are top MSK<3> \ ) , with the fourth - MSK<5> - mainly for retirement and not MSK<1> . More than MSK<3> times as many Brits have MSK<4> to MSK<5> MSK<5> than MSK<5> , despite MSK<5> being much closer and much bigger . ",0
81,81,81,2629.9032,1567176116065,,1548953098492,"There are social, psychological, and sociological reasons to doubt that God exists.",God exists.,f70a1580-d0cb-49a1-b8b9-1a638dcdc702,-1,8.4,"There are social , psychological , and sociological reasons to doubt that God exists . ",0
82,82,82,13673.61,1524402339011,,1524402339011,"A study conducted on a large cohort of circumcised males showed that foreskin is important for penile sensitivity, overall sexual satisfaction, and penile functioning.",Circumcision may have a negative effect on sexual activity later in life.,12d51c8c-c0cc-4d3e-93f9-4837ec4a91cf,1,8.4,"A study conducted on a large cohort of circumcised males showed that foreskin is important for MSK<0> sensitivity , overall sexual satisfaction , and MSK<0> functioning . ",0
83,83,83,7100.77,1533474788292,,1533474788292,"In particular 'hard drugs \(opiates, oxycodone, morphine, benzodiazepines, flunitrazepam, clonazepam, lorazepam, methamphetamine \(meth\), cocaine, GHB\) pose a danger to the life and well-being of the user and others.",All drugs should be legalised.,42992106-5b3a-4db1-a235-2009511bcc3f,-1,8.4,"In particular ' hard MSK<1> \ ( MSK<1> , MSK<1> , MSK<1> , MSK<2> , MSK<2> , MSK<2> , MSK<2> , MSK<0> \ ( MSK<0> \ ) , MSK<1> , GHB \ ) pose a danger to the life and well - being of the user and others . ",0
