Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,source_article,updated_label,masked_articles,Unnamed: 0.3,is_fallacy 
96,96,96,96,96,96,96,96,96,96,96,96,96,794.0,"Company R.E. are working on advertisement for a new juice drink. Some of their marketing employees went to a school to do a survey on students’ beverage preference. The majority said they preferred orange-flavored drinks, so Jeff told his superiors that orange was the flavor favored most by high school students.",ad populum,"Company R.E. are working on advertisement for a new juice MSK<0> . MSK<1> went to a MSK<2> to do a survey on MSK<3> ’ beverage preference . MSK<1> said MSK<1> preferred MSK<4> - MSK<5> MSK<0> , so MSK<6> told MSK<6> superiors that MSK<4> was the MSK<5> favored most by high MSK<2> MSK<3> . ",,1
97,97,97,97,97,97,97,97,97,97,97,97,97,1444.0,We shouldn’t put her in jail even if she stole billions of pesos. She is already too old to be locked up.,appeal to emotion,We should n’t put MSK<0> in jail even if MSK<0> stole billions of pesos . MSK<0> is already too old to be locked up . ,,1
98,98,98,98,98,98,98,98,98,98,98,98,98,1925.0,"You call the Marcoses murderers and plunderers yet you cannot lend me money for my school project, murdering my chance for a higher grade. You are just like them.",fallacy of relevance,"MSK<0> call MSK<1> yet MSK<0> can not lend MSK<2> money for MSK<2> school project , murdering MSK<2> chance for a higher grade . MSK<0> are just like MSK<1> . ",,1
99,99,99,99,99,99,99,99,99,99,99,99,99,450.0,She took a drink from the drinking fountain yesterday and now she's sick. It must have been the public fountain that made her sick.,false causality,MSK<0> took MSK<1> from the drinking MSK<2> yesterday and now MSK<0> 's MSK<3> . MSK<1> must have been the public MSK<2> that made MSK<0> MSK<3> . ,,1
100,100,100,100,100,100,100,100,100,100,100,100,100,1148.0,"""Her arguments against the protest were weak. After all, she can't be fair; she works for the government.""",ad hominem,""" MSK<0> arguments against the protest were weak . After all , MSK<0> can't be fair ; MSK<0> works for the government . "" ",,1
101,101,101,101,101,101,101,101,101,101,101,101,101,1476.0,"""If you don't turn in your homework, you will be getting a call home.",appeal to emotion,""" If MSK<0> don't turn in MSK<0> homework , MSK<0> will be getting a call home . ",,1
102,102,102,102,102,102,102,102,102,102,102,102,102,1000.0,You can't believe Jack when he says there is a God because he doesn't even have a job.,ad hominem,You can't believe MSK<0> when MSK<0> says there is a God because MSK<0> doesn't even have a job . ,,1
103,103,103,103,103,103,103,103,103,103,103,103,103,1324.0,"""1 is a number and 2 is a number so 1 = 2""",fallacy of logic,""" MSK<0> is a MSK<1> and MSK<0> is a MSK<1> so MSK<0> = MSK<0> "" ",,1
104,104,104,104,104,104,104,104,104,104,104,104,104,339.0,sending M-16s to Syrian rebels inevitably mean boots on the ground in Damascus.,faulty generalization,sending M - 16s to Syrian rebels inevitably mean boots on the ground in Damascus . ,,1
105,105,105,105,105,105,105,105,105,105,105,105,105,428.0,"A rainbow appeared in the sky the day before basketball tryouts, and I made the team! If there's a rainbow when I try out in the spring, I'm sure I'll make the team again.",false causality,"MSK<0> appeared in the sky the day before basketball tryouts , and MSK<1> made MSK<2> ! If there 's MSK<0> when MSK<1> try out in the spring , MSK<1> 'm sure MSK<1> 'll make MSK<2> again . ",,1
106,106,106,106,106,106,106,106,106,106,106,106,106,1779.0,"Charlie: I think we should put more money into schools. Quality public education is so important. Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension,"MSK<0> : MSK<0> think MSK<1> should put more money into schools . Quality public education is so important . MSK<2> : So MSK<2> ’re saying MSK<1> should cut MSK<3> and spend MSK<3> instead on more spiral notebooks and crayons ? MSK<0> guess MSK<2> want MSK<1> country to be a weak , defenseless target for terrorists . ",,1
107,107,107,107,107,107,107,107,107,107,107,107,107,1754.0,Death penalty will not scare criminals because they don’t expect to be caught,fallacy of extension,Death penalty will not scare MSK<0> because MSK<0> do n’t expect to be caught ,,1
108,108,108,108,108,108,108,108,108,108,108,108,108,520.0,I dropped the ball because Mercury is in retrograde.,false causality,I dropped the ball because Mercury is in retrograde . ,,1
109,109,109,109,109,109,109,109,109,109,109,109,109,685.0,"I deserve to have a later curfew, so you should let me stay out until 10pm!",circular reasoning,"MSK<0> deserve to have a later curfew , so you should let MSK<0> stay out until 10 pm ! ",,1
110,110,110,110,110,110,110,110,110,110,110,110,110,2136.0," Perhaps the most classic example of this fallacy is the argument for the existence of God.  Due to the understanding of nature through science, many of the arguments that used to be used for God (or gods) were abandoned, only to be replaced with new ones, usually involving questions to which science has not definitively answered yet.  The move from creationism to intelligent design is a prime example.  Currently the origin of life is a popular argument for God (although a classic argument from ignorance), and an area where we very well may have a scientific answer in the next decade, at which time, the “origin of life” argument will fade away and be replaced by another, thus moving the figurative goalposts farther back as our understanding of the natural world increases.Exception: This fallacy should not be confused with an argument or set of arguments, with multiple propositions inherent in the argument.  The reason for the difference between this kind of argument and the moving the goalposts fallacy, is a subtle one, but indicated by a strong initial claim (“has to be”, “must”, “required for”, etc.) that gets answered and/or what appears to be ad hoc objections that follow eventually leading to an impossible request for proof. Fun Fact: The name “moving the goalposts” comes from the analogy of kicking a perfect field goal in American football, only to have the goalposts be moved on you. This would be very unfair. References: This a logical fallacy frequently used on the Internet. No academic sources could be found. Questions about this fallacy? Ask our community! ",intentional,"Perhaps the most MSK<0> MSK<1> of MSK<2> is the MSK<3> for the existence of MSK<4> . Due to the MSK<5> of MSK<15> through MSK<6> , many of the MSK<3> that MSK<7> to be MSK<7> for MSK<4> or gods ) were abandoned , only to be MSK<8> with new ones , usually involving MSK<9> to which MSK<6> has not definitively MSK<10> yet . The move from creationism to intelligent design is a prime MSK<1> . Currently MSK<11> is a popular MSK<3> for MSK<4> ( although a MSK<0> MSK<3> from ignorance ) , and an area where MSK<12> very well may have a MSK<6> MSK<10> in the next decade , at which time , MSK<11> MSK<13> MSK<3> will fade away and be MSK<8> by another , thus moving the figurative goalposts farther back as MSK<12> MSK<5> of the MSK<15> MSK<15> increases.Exception : MSK<2> should not be confused with an MSK<3> or set of MSK<3> , with multiple propositions inherent in the MSK<3> . The reason for the difference between this kind of MSK<3> and the moving MSK<2> , is a subtle one , but indicated by a strong initial claim ( MSK<13> has to be MSK<13> , MSK<13> must MSK<13> , MSK<13> required for MSK<13> , etc. ) that gets MSK<10> and / or what appears to be ad hoc objections that follow eventually leading to an impossible request for proof . Fun Fact : The name MSK<13> moving MSK<14> MSK<13> comes from the analogy of kicking a perfect field goal in American football , only to have MSK<14> be moved on you . This would be very unfair . References : This a logical fallacy frequently MSK<7> on the Internet . No academic sources could be found . MSK<9> about MSK<2> ? Ask MSK<12> community ! ",,1
111,111,111,111,111,111,111,111,111,111,111,111,111,1247.0,What is wrong with Tanya? She only has five hundred dollars saved and she’s going away to college next year. That would be like letting my four-year-old brother go to Russia by hisself.,fallacy of logic,What is wrong with Tanya ? MSK<0> only has five hundred dollars saved and MSK<0> ’s going away to college next MSK<1> . That would be like letting my four - MSK<1> - old brother go to Russia by hisself . ,,1
112,112,112,112,112,112,112,112,112,112,112,112,112,18.0,People from big cities are not as friendly as those from small towns.,faulty generalization,People from big cities are not as friendly as those from small towns . ,,1
113,113,113,113,113,113,113,113,113,113,113,113,113,69.0,All people who live in England have bad teeth.,faulty generalization,All people who live in England have bad teeth . ,,1
114,114,114,114,114,114,114,114,114,114,114,114,114,296.0,"Don't ever steal! Once you start, you won't be able to stop, and you'll end up bankrupt.",faulty generalization,"Don't ever steal ! Once MSK<0> start , MSK<0> won't be able to stop , and MSK<0> 'll end up bankrupt . ",,1
115,115,115,115,115,115,115,115,115,115,115,115,115,1620.0,This fallacy (also known as “false dilemma”) occurs when a speaker or writer makes a veiled threat by reducing a complex issue to two options: either you see it my way or this bad thing will happen.,false dilemma,MSK<0> ( also known as “ false dilemma ” ) MSK<1> when a speaker or writer makes a veiled threat by reducing a complex issue to two options : either you see MSK<0> my way or this bad thing will MSK<1> . ,,1
116,116,116,116,116,116,116,116,116,116,116,116,116,1382.0,"Using positive words that become associated with something, like company slogans and political advertisements",appeal to emotion,"Using positive words that become associated with something , like company slogans and political advertisements ",,1
117,117,117,117,117,117,117,117,117,117,117,117,117,1847.0,"Mrs. Collier, we can't take a quiz tomorrow! The new season of Game of Thrones premieres tonight!!",fallacy of relevance,"Mrs. Collier , we can't take a quiz MSK<0> ! The new season of Game of Thrones premieres MSK<0> !! ",,1
118,118,118,118,118,118,118,118,118,118,118,118,118,464.0,My brother received the COVID-19 vaccine and then had diarrhea for a week. The vaccine is the reason my brother's bowels came undone.,false causality,MSK<0> received MSK<1> and then had diarrhea for a week . MSK<1> is the reason MSK<0> bowels came undone . ,,1
119,119,119,119,119,119,119,119,119,119,119,119,119,1172.0,"Tony wants us to believe that the origin of life was an “accident”.  Tony is a godless SOB who has spent more time in jail than in church, so the only information we should consider from him is the best way to make license plates.",ad hominem,"MSK<0> wants MSK<1> to believe that the origin of life was an “ accident ” . MSK<0> is a godless SOB who has spent more time in jail than in church , so the only information MSK<1> should consider from MSK<0> is the best way to make license plates . ",,1
120,120,120,120,120,120,120,120,120,120,120,120,120,1358.0,"I currently have as patients in my practice all the patients in this town who are willing and able to pay $5,000 per session for long-term twice-weekly therapy. If you buy my practice, all my clients will be included. Therefore, if you buy my practice you will then have at least some patients willing and able to pay $5,000 per session for long-term twice-weekly therapy.",fallacy of logic,"MSK<0> currently have as MSK<1> in MSK<2> all the MSK<1> in this town who are MSK<3> and MSK<4> to MSK<5> $ MSK<6> per MSK<7> for MSK<8> - MSK<9> MSK<10> - MSK<11> MSK<12> . If MSK<13> MSK<14> MSK<2> , all MSK<0> clients will be included . Therefore , if MSK<13> MSK<14> MSK<2> MSK<13> will then have at least some MSK<1> MSK<3> and MSK<4> to MSK<5> $ MSK<6> per MSK<7> for MSK<8> - MSK<9> MSK<10> - MSK<11> MSK<12> . ",,1
121,121,121,121,121,121,121,121,121,121,121,121,121,738.0,all bachelors are unmarried males,circular reasoning,all bachelors are unmarried males ,,1
122,122,122,122,122,122,122,122,122,122,122,122,122,291.0,"“No! Don't eat that piece of chocolate. Today, it's one piece of chocolate, but tomorrow, you've gained 20 lbs!”",faulty generalization,"MSK<2> No ! Don't eat MSK<0> . MSK<1> , MSK<0> 's one piece of coref1 , but MSK<1> , you 've gained 20 lbs ! MSK<2> ",,1
123,123,123,123,123,123,123,123,123,123,123,123,123,177.0,“She was wearing cowboy boots in her last Instagram picture so she must be into country music.”,faulty generalization,MSK<1> MSK<0> was wearing cowboy boots in MSK<0> last Instagram picture so MSK<0> must be into country music . MSK<1> ,,1
124,124,124,124,124,124,124,124,124,124,124,124,124,2074.0,This fallacy isn’t proof of anything except that you don’t know something.,intentional,This fallacy is n’t proof of anything except that you do n’t know something . ,,1
125,125,125,125,125,125,125,125,125,125,125,125,125,1906.0,Big deal! Lots of people cheat too.,fallacy of relevance,Big deal ! Lots of people cheat too . ,,1
126,126,126,126,126,126,126,126,126,126,126,126,126,1028.0,"Charlie: Fast food is filled with salt, fat, and added sugars. We need better regulation of the industry. Bob: That may be, but you’re such a hypocrite! I saw you devour a Triple-Baconator, super-sized fries, and 64 ounces of soda yesterday.",ad hominem,"Charlie : Fast food is filled with salt , fat , and added sugars . We need better regulation of the industry . MSK<0> : That may be , but MSK<0> ’re such a hypocrite ! MSK<0> saw MSK<0> devour a Triple - Baconator , super-sized fries , and 64 ounces of soda yesterday . ",,1
127,127,127,127,127,127,127,127,127,127,127,127,127,1643.0,"If I tell my teacher I have done my homework, but I have only done part of it, I am using",equivocation,"If MSK<0> tell MSK<0> teacher MSK<0> have done MSK<0> , but MSK<0> have only done part of coref1 , MSK<0> am using ",,1
