Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,parent_relation,grand_parent_text,author,relation,score,masked_articles,is_fallacy
49,49,49,49,49,49,8539.1048,1520726968767,,1520726968767,"A building where people go and listen to someone proselytise is a waste of materials, effort and the time, particularly in countries where the climate is conducive to being outdoors.","Humankind has wasted too much time, effort and resources on religion, with few to no practical results.",-1.0,Religion has been a good thing for humankind.,a85b5ef4-ad3d-4966-b095-6a95419f63f1,1,1.2,"A building where people go and listen to someone proselytise is a waste of materials , effort and the time , particularly in countries where the climate is conducive to being outdoors . ",0
50,50,50,50,50,50,4540.34,1509035037435,,1509035037435,"to make that claim one has to accept climate science up to a certain point while for, some odd reason, dismissing all climate science after such a point.","The Earth's climate has natural cycles of warmer and colder temperatures, the recent changes are simply a part of this natural cycle as we are between two ice ages",1.0,Humans should act to fight climate change.,d3a018d1-5106-42cf-baae-f889c1837167,-1,1.2,"to make that claim one has to accept MSK<0> up to a certain MSK<1> while for , some odd reason , dismissing MSK<0> after such a MSK<1> . ",0
51,51,51,51,51,51,9967.205,1532732884418,,1532732884418,"This is true. Accurate portrayal of scientific methodology is to note how scientists, just as emotional people like all others, employ objective non-emotive metrics to attempt to provide logic. If the concept passes majority acceptance to the science community \(not 100%!\) then it is presently taken as fact, such as global warming. But this acceptance can always be negated if new data is found. So the process continuously evolves the answers we accept. Ex: Pluto is not a regular planet anymore.",The scientific method has never provided an answer that leaves no further questions to be asked.,1.0,"Science doesn't justify Atheism \(understood as a ""lack of belief in god/s""\).",099f2f1d-a7b1-49bc-b20a-0a8dc13fb87c,1,1.2,"This is true . Accurate portrayal of MSK<2> methodology is to note how MSK<2> , just as emotional people like all others , employ objective non-emotive metrics to attempt to provide logic . If MSK<0> passes MSK<1> to the MSK<2> community \ ( not 100 % ! \ ) then MSK<0> is presently taken as fact , such as global warming . But MSK<1> can always be negated if new data is found . So the process continuously evolves the answers we accept . Ex : Pluto is not a regular planet anymore . ",0
52,52,52,52,52,52,4540.201,1510956398962,,1510956398962,"Humanity is unable to stop climate change, that is true. But we can stop anthropogenic climate change. Anthropogenic climate change is the issue, not natural climate change. If we can create it, we can stop it. By definition, it is anthropogenic, meaning we can stop whatever it is we are doing that causes it.",Humanity is unable to stop climate change and therefore should save its resources to cope with the effects.,-1.0,Humans should act to fight climate change.,003ff66e-5fae-4c7a-a1ea-dc5026ceb14f,-1,1.2,"Humanity is unable to MSK<0> MSK<2> , that is true . But MSK<3> can MSK<0> MSK<4> MSK<2> . MSK<5> is the issue , not natural MSK<2> . If MSK<3> can create MSK<5> , MSK<3> can MSK<0> MSK<5> . By definition , MSK<5> is MSK<4> , meaning MSK<3> can MSK<0> whatever MSK<5> is MSK<3> are doing that causes MSK<5> . ",0
53,53,53,53,53,53,4540.592,1516758189580,,1516758189580,"Science has always known that certain technologies have harmful side effects. The actual problem is the economic and societal systems set up to reward short-term thinking, which requires a more psychological and political solution. This has relatively little to do with climate science and thus climate scientists are not qualified to comment on how possible, or difficult, such a solution might be.","15,000 scientists just co-signed an article calling for an extreme and aggressive effort to slow down or reverse the trend of climate change before it's too late. It is the second warning of this scale, the other was 25 years ago.",1.0,Humans should act to fight climate change.,0af77b22-4423-4481-bb50-a0a70d7c57c4,-1,1.2,"MSK<0> has always known that certain technologies have harmful side effects . The actual problem is the economic and societal systems set up to reward short - term thinking , which requires MSK<1> . MSK<1> has relatively little to do with MSK<2> MSK<0> and thus MSK<2> MSK<0> are not qualified to comment on how possible , or difficult , such a solution might be . ",0
54,54,54,54,54,54,4540.48,1509408307607,,1509408307607,"If there is a conspiracy to make humans believe that climate change is real, when it is not, then there must be some established power group that benefits from the false perception of the public. There is no established power group that would benefit from the expansion of renewable energy or pollution prevention other than the public itself.",Human-caused climate change is a conspiracy theory,1.0,Humans should act to fight climate change.,80586b84-cd8a-4fce-bd93-93f7ce0c967a,-1,1.2,"If there is a conspiracy to make humans believe that MSK<0> is real , when MSK<0> is not , then there must be some MSK<2> that MSK<3> from the false perception of MSK<4> . There is no MSK<2> that would MSK<3> from the expansion of renewable energy or pollution prevention other than MSK<4> . ",0
55,55,55,55,55,55,1229.1882,1473776296788,,1473776296788,"The researchers did not find that producing vegetables is more harmful to the environment than producing meat. What they found, in light of the data they examined, is that producing some vegetables and other foods results in high use of natural resources – and that eating more of those foods \(as recommended for health by the USDA\) in two particular scenarios results in higher energy use, blue water footprint and greenhouse gas emissions.","Researchers at Carnegie Mellon University \(CMU\) say that a diet with more fruits, vegetables, dairy and seafood would actually be worse in terms of emissions than what Americans currently eat.",-1.0,Think tanks agree that meat consumption negatively affects the environment.,e6827414-cadf-4300-836e-22f4285427cf,-1,1.2,"MSK<0> did not MSK<1> that MSK<2> MSK<3> is more harmful to the environment than MSK<2> meat . What MSK<0> MSK<1> , in light of the data MSK<0> examined , is that MSK<2> some MSK<3> MSK<4> MSK<5> in MSK<7> MSK<6> of natural resources – and that eating more of MSK<4> \ ( as recommended for health by the USDA \ ) in two particular scenarios MSK<5> in MSK<7> energy MSK<6> , blue water footprint and greenhouse gas emissions . ",0
56,56,56,56,56,56,4540.42,1513562225985,,1513562225985,"The IPCC states ""The climate system is particularly challenging since it is known that components in the system are inherently chaotic; there are feedbacks that could potentially switch sign, and there are central processes that affect the system in a complicated, non-linear manner. These complex, chaotic, non-linear dynamics are an inherent aspect of the climate system.""",The climate is known to exhibit chaotic behavior \(in the mathematical/scientific sense\) and is very difficult to link effect with cause.,1.0,Humans should act to fight climate change.,d8360563-1287-4b86-99d1-658561b737c4,1,1.2,"The IPCC states "" MSK<0> is particularly challenging since MSK<0> is known that components in MSK<0> are MSK<3> MSK<1> ; there are feedbacks that could potentially switch sign , and there are central processes that affect MSK<0> in a complicated , MSK<2> manner . These complex , MSK<1> , MSK<2> dynamics are an MSK<3> aspect of MSK<0> . "" ",0
57,57,57,57,57,57,5465.15,1511026284409,,1511026284409,"In many developing countries, the climate is very hot and dry, meaning that crops are difficult to grow and food has a short shelf-life. GM crops could solve both these issues.",GMOs offer nutritious and easy to grow plants that can be more resistant to disease and climatic events. They can provide a solution to the lack of food in certain parts of the world.,1.0,Genetically Modified Organisms should be promoted as part of a sustainable agricultural economy.,e065e962-b851-4581-8bf6-5d3bf0f42874,1,1.0,"In many developing countries , the climate is very hot and dry , meaning that MSK<0> are difficult to grow and food has a short shelf - life . GM MSK<0> could solve both these issues . ",0
58,58,58,58,58,58,4540.1065,1524051995125,,1524051995125,"Fighting climate change cuts profits and, thus, cannot be in businesses' interest.",Humans should act to fight climate change.,0.0,,92ef5b75-fe2b-437f-bcf0-2809dfd7cabd,-1,1.0,"Fighting climate change cuts profits and , thus , can not be in businesses ' interest . ",0
59,59,59,59,59,59,16560.49,1531217080554,,1531217080554,"Survival is about adaptation, so, if humans keep not following natural law, humanity will become extinct eventually, through climate change or otherwise, making eradication unnecessary.",The world would be better without humans.,0.0,,2b5a685b-ba00-4ef5-8730-f257218d14d7,-1,1.0,"Survival is about adaptation , so , if humans keep not following natural law , humanity will become extinct eventually , through climate change or otherwise , making eradication unnecessary . ",0
