Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,source_article,logical_fallacies,masked_articles,Unnamed: 0.2,is_fallacy 
90,90,90,90,90,"The photo op was designed to build support for an international climate agreement he ’ s pushing hard to sell , so far with little success .",['fallacy of relevance'],"The photo op was designed to build support for an international climate agreement he ’ s pushing hard to sell , so far with little success . ",,1
91,91,91,91,91,"News flash , Mr. President : Alaska has been buffeted by cyclical swings in climate for thousands of years .",['fallacy of credibility'],"News flash , Mr. President : Alaska has been buffeted by cyclical swings in climate for thousands of years . ",,1
92,92,92,92,92,"There was a 300-year-long Medieval heat wave , followed by a Little Ice Age that began around 1300 , and then the 300-year warming period we ’ re in now .",['fallacy of credibility'],"There was a MSK<0> - MSK<1> - long Medieval heat wave , followed by a Little Ice Age that began around MSK<0> , and then the MSK<0> - MSK<1> warming period we ’ re in now . ",,1
93,93,93,93,93,Many scientists are predicting the onset of two or three centuries of cooler weather — which would mean bigger glaciers .,['fallacy of credibility'],Many scientists are predicting the onset of two or three centuries of cooler weather — which would mean bigger glaciers . ,,1
94,94,94,94,94,That ’ s despite the world ’ s growing use of fossil fuels .,['fallacy of logic'],That MSK<1> despite the world MSK<1> growing use of fossil fuels . ,,1
95,95,95,95,95,That doesn ’ t mean pollution controls are futile . We all want to breathe clean air .,['fallacy of relevance'],That doesn ’ t mean MSK<0> MSK<0> are futile . We all want to breathe MSK<0> MSK<0> . ,,1
96,96,96,96,96,"Amid all this controversy and uncertainty about global climate change , Obama blindly insists that his theory of global warming “ is beyond dispute ” and attacks his critics as “ deniers . ”",['ad hominem'],"Amid all this MSK<3> and uncertainty about MSK<0> climate change , MSK<1> blindly insists that MSK<1> theory of MSK<0> warming MSK<2> is beyond MSK<3> MSK<2> and attacks MSK<1> critics as MSK<2> deniers . MSK<2> ",,1
97,97,97,97,97,It ’ s a demonstration of Obama ’ s appalling lack of priorities .,['ad hominem'],It MSK<0> s a demonstration of Obama MSK<0> s appalling lack of priorities . ,,1
98,98,98,98,98,"” Really , Mr. President ? How about the epidemic of cop shootings in the United States , or the drowned toddlers washing up on Mediterranean shores as families flee the Middle East , or ISIS beheading thousands of Christians ?","['intentional', 'fallacy of relevance']","” Really , Mr. President ? How about the epidemic of cop shootings in the United States , or the drowned toddlers washing up on Mediterranean shores as families flee the Middle East , or ISIS beheading thousands of Christians ? ",,1
99,99,99,99,99,There is no proof the current rate of change in Antarctica will continue .,['intentional'],There is no proof the current rate of change in Antarctica will continue . ,,1
100,100,100,100,100,"Under high greenhouse-gas emissions , the worst-case projections of sea-level rise eventually reach over a centimeter each year , said Rob DeConto , an Antarctic expert at the University of Massachusetts at Amherst who was not involved in the new study .",['fallacy of credibility'],"Under high greenhouse - gas emissions , the worst - case projections of sea - level rise eventually reach over a centimeter each year , said Rob DeConto , an Antarctic expert at the University of Massachusetts at Amherst who was not involved in the new study . ",,1
101,101,101,101,101,"If the acceleration continues , some of scientists ’ worst fears about rising oceans could be realized , leaving low-lying cities and communities with less time to prepare than they had hoped .",['appeal to emotion'],"If the acceleration continues , MSK<0> could be realized , leaving low - lying cities and communities with less time to prepare than MSK<0> had hoped . ",,1
102,102,102,102,102,"Scientists can ’ t see the future , but they do fear continuing and even worsening losses . “ I don ’ t know if it ’ s going to keep exactly tripling , but I think it has a lot of potential to keep significantly increasing , ” Velicogna said .",['faulty generalization'],"MSK<0> can MSK<1> MSK<2> see the future , but MSK<0> do fear continuing and even worsening losses . MSK<5> MSK<3> don MSK<1> MSK<2> know if MSK<4> MSK<1> s going to keep exactly tripling , but MSK<3> think MSK<4> has a lot of potential to keep significantly increasing , MSK<5> Velicogna said . ",,1
103,103,103,103,103,“ This has been the saddest research trip of my life ”,['appeal to emotion'],MSK<0> This has been the saddest research trip of my life MSK<0> ,,1
104,104,104,104,104,"If global warming is “ real , ” both sides of the debate seem to assume , the climate lobby ’ s policy agenda follows inexorably .",['false dilemma'],"If global warming is MSK<0> real , MSK<0> both sides of the debate seem to assume , the climate lobby ’ s policy agenda follows inexorably . ",,1
105,105,105,105,105,Carbon dioxide hurts nobody ’ s health .,['intentional'],Carbon dioxide hurts nobody ’ s health . ,,1
106,106,106,106,106,It ’ s good for plants .,['intentional'],It ’ s good for plants . ,,1
107,107,107,107,107,Carbon dioxide hurts nobody ’ s health . It ’ s good for plants . Climate change need not endanger anyone .,['faulty generalization'],MSK<0> hurts nobody MSK<1> s health . MSK<0> MSK<1> s good for plants . Climate change need not endanger anyone . ,,1
108,108,108,108,108,"Healthy societies do not fall apart over slow , widely predicted , relatively small economic adjustments of the sort painted by climate analysis . Societies do fall apart from war , disease or chaos .","['false dilemma', 'intentional']","Healthy MSK<2> do not MSK<1> over slow , widely predicted , relatively small economic adjustments of the sort painted by climate analysis . MSK<2> do MSK<1> from war , disease or chaos . ",,1
109,109,109,109,109,"Global warming is not even the obvious top environmental threat . Dirty water , dirty air and insect-borne diseases are a far greater problem today for most people world-wide .",['false dilemma'],"Global warming is not even the obvious top environmental threat . MSK<0> water , MSK<0> air and insect - borne diseases are a far greater problem today for most people world - wide . ",,1
110,110,110,110,110,Carbon dioxide hurts nobody ’ s health . It ’ s good for plants .,['fallacy of relevance'],MSK<0> hurts nobody MSK<1> s health . MSK<0> MSK<1> s good for plants . ,,1
111,111,111,111,111,"If it did—and you do hear such claims—then living in hot Arizona rather than cool Maine , or living with Louisiana ’ s frequent floods , would be considered a health catastrophe today .",['fallacy of logic'],"If it did MSK<0> and you do hear such claims MSK<0> then MSK<1> in hot Arizona rather than cool Maine , or MSK<1> with Louisiana ’ s frequent floods , would be considered a health catastrophe today . ",,1
112,112,112,112,112,Global warming is not the only risk our society faces .,['intentional'],Global warming is not the only risk our society faces . ,,1
113,113,113,113,113,"If you buy overpriced insurance against every potential danger , you soon run out of money .",['fallacy of logic'],"If MSK<0> buy overpriced insurance against every potential danger , MSK<0> soon run out of money . ",,1
114,114,114,114,114,"Dirty water , dirty air and insect-borne diseases are a far greater problem today for most people world-wide . Habitat loss and human predation are a far greater problem for most animals . Elephants won ’ t make it to see a warmer climate .","['fallacy of relevance', 'fallacy of logic']","MSK<0> water , MSK<0> air and insect - borne diseases are a MSK<3> today for most people world - wide . Habitat loss and human predation are a MSK<3> for most animals . Elephants won ’ t make it to see a warmer climate . ",,1
115,115,115,115,115,"The Intergovernmental Panel on Climate Change ’ s “ scientific ” recommendations , for example , include “ reduced gender inequality & marginalization in other forms , ” “ provisioning of adequate housing , ” “ cash transfers ” and “ awareness raising & integrating into education. ”",['intentional'],"The Intergovernmental Panel on Climate Change ’ s MSK<0> scientific MSK<0> recommendations , for example , include MSK<0> reduced gender inequality & marginalization in other forms , MSK<0> MSK<0> provisioning of adequate housing , MSK<0> MSK<0> cash transfers MSK<0> and MSK<0> awareness raising & integrating into education . MSK<0> ",,1
